"code","iso","country","VOA.raw.1996","VOA.raw.1998","VOA.raw.2000","VOA.raw.2002","VOA.raw.2003","VOA.raw.2004","VOA.raw.2005","VOA.raw.2006","VOA.raw.2007","VOA.raw.2008","VOA.raw.2009","VOA.raw.2010","VOA.raw.2011","VOA.raw.2012","VOA.raw.2013","VOA.raw.2014","VOA.raw.2015","VOA.raw.2016","VOA.raw.2017","VOA.raw.2018"
418,"LAO","Laos",-1.13253,-1.306519,-1.341206,-1.738893,-1.775456,-1.551036,-1.655455,-1.73278,-1.718498,-1.709538,-1.699371,-1.676841,-1.678506,-1.643571,-1.649452,-1.73322,-1.753515,-1.759244,-1.750775,-1.739436
428,"LVA","Latvia",0.7233475,0.8284368,0.7422881,0.8377801,0.7670042,0.7005356,0.7818131,0.8466991,0.8289153,0.7807863,0.8499379,0.7942439,0.7367753,0.7755156,0.7704234,0.8494349,0.8465344,0.8424898,0.7965319,0.8133246
422,"LBN","Lebanon",-0.32865,-0.3994676,-0.3140593,-0.6626103,-0.491062,-0.4139625,-0.2810639,-0.3872007,-0.467369,-0.4221182,-0.3552515,-0.3312983,-0.390134,-0.3858334,-0.4049813,-0.4203074,-0.4625494,-0.5204285,-0.5770417,-0.4990998
426,"LSO","Lesotho",-0.480029,-0.4347247,-0.3701273,0.0386156,-0.0009924,-0.1529255,-0.2097698,0.1818884,0.0134804,-0.0662233,-0.0834326,-0.1015297,-0.0892456,0.0723329,0.1202671,0.1619705,0.1146922,0.0337448,0.039736,0.0843929
430,"LBR","Liberia",-1.434986,-0.8924485,-1.031445,-1.269858,-1.445946,-1.29152,-0.4179905,-0.1676431,-0.1427099,-0.1849382,-0.1633978,-0.2113896,-0.2563505,-0.3066162,-0.3873227,-0.2758334,-0.2297595,-0.1075083,-0.0206038,-0.0432927
434,"LBY","Libya",-1.497306,-1.679156,-1.688663,-1.824065,-1.756655,-1.795188,-1.858394,-1.982882,-1.951152,-1.941491,-1.910279,-1.940416,-1.594412,-0.900742,-0.9716001,-1.113726,-1.341634,-1.429769,-1.443076,-1.520825
438,"LIE","Liechtenstein",1.563217,1.528759,1.535655,1.345596,1.397979,1.452216,1.532292,1.244855,1.297656,1.317131,1.545567,1.586912,1.563959,1.50603,1.486974,1.395747,1.38767,1.250291,1.277913,1.319968
440,"LTU","Lithuania",0.9771038,0.9363542,0.8554399,0.9048923,0.9205306,0.8824941,0.9021329,0.8612876,0.8865519,0.8496562,0.9021598,0.9156346,0.8605259,0.9295096,0.9400197,0.9615911,0.97391,0.9999698,0.9854785,0.9233596
442,"LUX","Luxembourg",1.549987,1.524929,1.510187,1.408297,1.533096,1.668277,1.581918,1.547201,1.537699,1.545579,1.555082,1.574836,1.604539,1.649901,1.631096,1.554682,1.54681,1.500211,1.520515,1.566906
446,"MAC","Macao",0.2998537,0.2985578,0.2875489,0.4538318,0.7262046,0.1296546,0.4048837,0.314058,0.0624813,0.0831068,0.5920655,0.6283083,0.6061164,-0.2432214,-0.2676533,-0.3305532,-0.0673604,-0.0614022,-0.0549383,-0.0506621
450,"MDG","Madagascar",-0.1176168,0.1524084,0.1104709,-0.1534434,0.0445495,0.0053627,-0.1237975,-0.1102595,-0.1390652,-0.3261529,-0.8315294,-0.8454349,-0.879346,-0.8832707,-0.7633572,-0.5003059,-0.3806107,-0.3130772,-0.341079,-0.3094514
454,"MWI","Malawi",-0.0884638,0.0645512,-0.1336164,-0.5831007,-0.4282667,-0.5422943,-0.5281026,-0.2523139,-0.2619393,-0.2466548,-0.1488018,-0.1909863,-0.2454195,-0.2060844,-0.178754,-0.0642981,-0.0040295,-0.0307756,-0.0310912,-0.058092
458,"MYS","Malaysia",-0.1810699,-0.4219548,-0.4210822,-0.4929298,-0.4576739,-0.2357165,-0.1467735,-0.5431479,-0.5235373,-0.5631929,-0.5038953,-0.4999781,-0.4748749,-0.3465392,-0.3396792,-0.3603031,-0.3914767,-0.4183708,-0.4003639,-0.083688
462,"MDV","Maldives",-0.6602305,-0.6742914,-0.7583868,-0.8395903,-0.9994856,-1.194827,-0.9798699,-1.005972,-0.9274184,-0.3012345,-0.0484582,-0.0626937,-0.1566404,-0.4686553,-0.4596337,-0.3722163,-0.5179126,-0.7330725,-0.741136,-0.6604531
466,"MLI","Mali",0.0121428,-0.0676826,-0.0457374,0.2808102,0.3361652,0.2488637,0.2479338,0.297409,0.2253906,0.202511,0.0696146,0.1581073,0.1678998,-0.4955301,-0.284508,-0.1614028,-0.1979358,-0.1835062,-0.2527208,-0.3091827
470,"MLT","Malta",1.166312,1.13685,1.191571,1.167908,1.344638,1.372729,1.233854,1.203782,1.242635,1.249736,1.152722,1.167213,1.143347,1.165388,1.156572,1.184266,1.202808,1.196308,1.169982,1.123317
584,"MHL","Marshall Islands",1.226048,1.243466,1.25591,1.228396,1.216563,1.19513,1.186264,1.164476,1.158912,1.188147,1.132051,1.112288,1.129664,1.103286,1.186989,1.154828,1.178826,1.191398,1.188697,1.146016
478,"MRT","Mauritania",-0.5677702,-0.7113999,-0.789924,-0.7938436,-0.7645772,-1.131421,-0.9127617,-0.8519025,-0.6662735,-0.942664,-0.9245395,-0.9092659,-0.9275963,-0.9109163,-0.9594198,-0.8954228,-0.8878896,-0.7752389,-0.8001852,-0.8540774
480,"MUS","Mauritius",0.8529145,1.007172,0.9825176,0.7885829,0.8519952,0.8401489,0.8328394,0.9091737,0.88621,0.8638719,0.8228935,0.7896773,0.7957318,0.880853,0.9286816,0.9408962,0.8271061,0.8190387,0.7897446,0.7605995
484,"MEX","Mexico",-0.042313,0.0627863,0.25845,0.3460435,0.3469371,0.3198276,0.1980655,0.1504744,0.121899,0.1349276,0.2000446,0.1785069,0.1216919,0.1127453,0.1083923,0.0003161,-0.0753589,-0.069213,-0.0780927,-0.0059178
583,"FSM","Micronesia",1.113322,0.980311,1.007039,1.023825,1.035866,0.7865214,0.949674,1.065408,1.058531,1.086042,1.074391,1.050894,0.9971792,0.9777064,0.9965723,1.110942,1.134735,1.147534,1.145002,1.146016
498,"MDA","Moldova",0.0183697,0.0898001,-0.143778,-0.5323469,-0.4911239,-0.5854096,-0.5478941,-0.2670367,-0.2922178,-0.3071825,-0.2965112,-0.0552393,0.0495045,-0.0344261,-0.0713248,0.0115453,0.028593,-0.0212144,-0.0296293,-0.1066419
492,"MCO","Monaco",1.098292,1.114419,1.117949,1.092976,0.9527534,0.9287241,0.924127,0.9290856,0.934261,0.9712359,0.9547131,1.024482,0.8020487,0.7968699,0.8198217,0.9939128,1.017158,0.8368296,0.8354939,0.660958
496,"MNG","Mongolia",0.4237798,0.5594718,0.3832027,0.3783014,0.3255391,0.272552,0.0695407,0.2539585,0.3142492,0.2686976,0.1255682,0.0884566,0.0520602,0.065475,0.1089555,0.2414446,0.2702581,0.3319277,0.29182,0.2625469
499,"MNE","Montenegro",NA,-0.5942679,-0.5019979,0.0124233,0.0857855,0.1139309,0.134037,0.2627887,0.2589687,0.2359085,0.241794,0.1897582,0.2078906,0.2179059,0.1782898,0.1603003,0.1440247,0.0759906,0.123707,0.0801339
504,"MAR","Morocco",-0.4168465,-0.2433978,-0.4491439,-0.4658286,-0.7528671,-0.5082746,-0.6871049,-0.7124671,-0.7074819,-0.758324,-0.7457357,-0.6985896,-0.7099568,-0.6056672,-0.6985801,-0.6862711,-0.6283067,-0.6263164,-0.6695588,-0.6630427
508,"MOZ","Mozambique",-0.2814853,-0.1615667,-0.2189688,-0.2189864,-0.0311717,-0.0339415,0.0083353,-0.0863831,-0.0817874,-0.0727424,-0.1142552,-0.120655,-0.1995206,-0.1976613,-0.2563153,-0.2459904,-0.2700378,-0.4182524,-0.4202817,-0.4674458
104,"MMR","Myanmar",-1.889918,-1.918437,-2.039811,-2.012826,-2.081955,-2.122652,-2.166205,-2.233271,-2.213491,-2.207979,-2.172564,-2.067405,-1.849634,-1.620119,-1.461627,-1.343992,-1.218982,-0.7977831,-0.8656179,-0.8873216
516,"NAM","Namibia",0.4962997,0.3306871,0.3334657,0.2519395,0.1865237,0.2745953,0.3317865,0.481321,0.4497547,0.450896,0.3757951,0.3498072,0.3407373,0.3784391,0.4002932,0.5533006,0.5793682,0.582215,0.5506617,0.4862734
520,"NRU","Nauru",0.990576,1.005614,0.9448211,0.9460306,1.115269,1.0724,1.065369,1.065395,1.056957,1.082353,1.0871,1.066605,1.095169,1.095533,1.055324,0.8073976,0.5468489,0.5078483,0.5077796,0.660958
524,"NPL","Nepal",-0.064157,-0.1932804,-0.2805986,-0.7981595,-0.9200034,-1.134827,-1.146816,-0.9088036,-0.5855619,-0.4961264,-0.4410418,-0.4474926,-0.4451258,-0.6423635,-0.5285748,-0.4304571,-0.4154408,-0.2528713,-0.2339909,-0.1319581
528,"NLD","Netherlands",1.557145,1.562134,1.543961,1.469414,1.526795,1.696608,1.66602,1.539821,1.523433,1.483086,1.464389,1.450569,1.537048,1.605585,1.566973,1.547281,1.561143,1.540276,1.569387,1.596444
540,"NCL","New Caledonia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
554,"NZL","New Zealand",1.629558,1.557806,1.678681,1.501043,1.610116,1.653178,1.628602,1.499365,1.477947,1.478389,1.478483,1.507506,1.579076,1.617722,1.606078,1.524384,1.554845,1.532413,1.556706,1.623501
558,"NIC","Nicaragua",0.0533696,0.1033982,-0.1255086,-0.054777,0.158112,-0.0153151,-0.2489952,-0.1943591,-0.2171719,-0.367741,-0.4393083,-0.4776356,-0.5767301,-0.5363405,-0.4576483,-0.3957275,-0.4147552,-0.6815341,-0.719136,-1.083065
562,"NER","Niger",-1.506182,-1.294015,-0.1198944,-0.2041683,-0.1560306,-0.1902448,-0.2835604,-0.3245527,-0.3680814,-0.4418941,-0.737895,-0.6669648,-0.2467294,-0.2846276,-0.3062896,-0.195137,-0.204606,-0.4227969,-0.4290886,-0.5845156
566,"NGA","Nigeria",-1.553702,-1.080582,-0.4812313,-0.6342688,-0.6622275,-0.7967616,-0.8689434,-0.6232978,-0.76044,-0.7356038,-0.8488722,-0.7770869,-0.713411,-0.7002199,-0.6930282,-0.5867559,-0.3732274,-0.3201829,-0.3408448,-0.4079276
570,"NIU","Niue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.3860815,-0.3573337,-0.4071989,-0.4767389,-0.4640228,NA,NA,NA,NA,NA
408,"PRK","North Korea",-1.924112,-2.067681,-2.116823,-2.135808,-2.189693,-2.068298,-2.16315,-2.313395,-2.237637,-2.226342,-2.270496,-2.227479,-2.241722,-2.240076,-2.251713,-2.193335,-2.20196,-2.180396,-2.20227,-2.202045
807,"MKD","North Macedonia",-0.3872569,-0.1601044,-0.3430473,-0.1655707,-0.0218649,-0.1611774,-0.1014686,0.1737179,0.2766786,0.19574,0.1681385,0.1149856,-0.0394919,-0.0284961,-0.0575456,-0.141482,-0.1819014,-0.2360974,-0.1403589,-0.0092953
578,"NOR","Norway",1.56271,1.493819,1.526009,1.487175,1.529246,1.704209,1.640593,1.54218,1.549855,1.548039,1.54888,1.595088,1.626358,1.728163,1.737975,1.684087,1.687913,1.664255,1.692235,1.732547
512,"OMN","Oman",-0.7136831,-0.8864531,-0.7558333,-0.7878371,-0.8225452,-0.6566447,-0.9196379,-1.159487,-1.062661,-1.070743,-1.074038,-1.044803,-1.060491,-1.02167,-1.038642,-1.090711,-1.061453,-1.054407,-1.061408,-1.026107
586,"PAK","Pakistan",-0.5968359,-0.544719,-1.220254,-1.109006,-1.170764,-1.142131,-0.9762862,-0.8864754,-0.9498742,-0.8384035,-0.8557529,-0.7986631,-0.8291994,-0.8435822,-0.7994806,-0.7160239,-0.7220663,-0.7009914,-0.694863,-0.8006933
585,"PLW","Palau",1.098292,1.114419,1.117949,1.092976,1.224355,1.19513,1.194324,1.191498,1.186718,1.217,1.208629,1.192971,1.206218,1.205604,1.205798,1.176771,1.200872,1.213331,1.210545,1.146016
591,"PAN","Panama",0.1306377,0.5115232,0.6312284,0.6194238,0.484827,0.5160722,0.4435384,0.6015216,0.6212651,0.600691,0.5912631,0.5371985,0.5346385,0.4694169,0.4242718,0.5056279,0.5585108,0.523939,0.5187442,0.5805006
598,"PNG","Papua New Guinea",0.0781566,0.0751297,-0.0639695,-0.1607748,-0.2076061,-0.4237193,-0.3069049,0.012254,0.0661682,0.0103013,-0.0105111,-0.0305316,-0.038828,-0.059105,-0.0044631,0.0125041,0.0447438,0.1572416,0.1311777,0.043219
600,"PRY","Paraguay",-0.1223915,-0.2511171,-0.5065259,-0.4563485,-0.4003542,-0.4745936,-0.395821,-0.2569094,-0.1649585,-0.1157367,-0.134578,-0.0789331,-0.08329,-0.1137369,-0.104939,-0.1028423,-0.0699358,-0.0623435,-0.0426866,0.0537697
604,"PER","Peru",-0.5295027,-0.638317,-0.3702261,0.2229372,0.0786488,-0.1345295,-0.0138193,0.0919349,0.108357,0.1521348,0.083486,0.1111375,0.1312396,0.1142629,0.084785,0.1925171,0.2273678,0.2676311,0.2725938,0.2345341
608,"PHL","Philippines",0.2577279,0.4197113,0.2323654,0.1646033,0.1538008,0.0255536,-0.0072551,-0.0911425,-0.1105415,-0.1387526,-0.0277972,-0.0391025,-0.0199027,-0.0296867,0.0063471,0.159266,0.1470694,0.1621089,0.0823991,0.0379877
616,"POL","Poland",1.042701,1.087616,1.075672,1.08782,1.012597,1.016628,0.9443723,0.8035325,0.8795024,0.9534822,1.026881,1.037602,1.027628,1.064276,0.9981389,1.105113,1.039736,0.8434905,0.7812342,0.7238377
620,"PRT","Portugal",1.497633,1.434567,1.357868,1.304545,1.40958,1.464911,1.430305,1.232662,1.231421,1.201864,1.128243,1.107203,1.107911,1.028528,1.066935,1.107446,1.128678,1.15696,1.207646,1.204607
634,"QAT","Qatar",-0.7100068,-0.7765886,-0.6517873,-0.6950158,-0.6872988,-0.4299035,-0.5138495,-0.8657348,-1.040323,-1.020598,-1.003545,-1.012166,-1.084917,-0.9217734,-0.9783664,-1.133436,-1.14477,-1.152304,-1.177425,-1.195095
178,"COG","Republic of Congo",-0.8272534,-1.465102,-1.430073,-0.9131097,-0.827222,-0.9641009,-1.07914,-1.208369,-1.233997,-1.155456,-1.104503,-1.062742,-1.107998,-1.155133,-1.11778,-1.108313,-1.016877,-1.157612,-1.121758,-1.181061
642,"ROU","Romania",0.2860234,0.3899906,0.4693071,0.3861461,0.2992189,0.3677662,0.4089088,0.5179734,0.4989977,0.5141512,0.4642873,0.432124,0.3761372,0.3185296,0.3115235,0.4281268,0.4861361,0.5397747,0.5175482,0.4577805
643,"RUS","Russia",-0.2196519,-0.4064133,-0.3462704,-0.4444901,-0.5356029,-0.5716114,-0.6515036,-0.9205537,-0.9164041,-0.8709936,-0.8998858,-0.8889728,-0.8835939,-0.9788182,-1.022177,-1.04441,-1.087747,-1.133949,-1.09161,-1.058007
646,"RWA","Rwanda",-1.579203,-1.411473,-1.566324,-1.508478,-1.306903,-1.349341,-1.194444,-1.222134,-1.246036,-1.311892,-1.291988,-1.327148,-1.328789,-1.277657,-1.211103,-1.111962,-1.135211,-1.157009,-1.121887,-1.129916
652,"BLM","Saint Barthelemy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
659,"KNA","Saint Kitts and Nevis",1.025646,1.041039,1.0395,1.015181,0.8904186,0.4043909,1.191075,1.161857,1.156144,1.076478,1.100338,1.165698,1.124403,1.124436,1.124345,1.121913,0.8474529,1.006535,0.9946116,0.8967314
662,"LCA","Saint Lucia",1.063222,1.078994,1.080077,1.101619,1.094491,0.6126679,1.202947,1.191003,1.179258,1.222064,1.213141,1.202204,1.160672,1.111395,1.111954,1.127578,1.022667,1.012656,0.9846706,0.8583953
670,"VCT","Saint Vincent and the Grenadines",1.040676,1.056221,1.055731,1.023825,1.071115,0.6791084,1.086108,1.062275,1.043143,1.069164,1.030367,1.13385,1.020876,1.015531,1.026438,1.154828,0.9687719,0.9553044,0.9433298,0.8780061
882,"WSM","Samoa",0.7361456,0.6743785,0.7966998,0.7585203,0.7531923,0.6830357,0.6372013,0.6374105,0.6083098,0.5759853,0.5396965,0.4342228,0.4021758,0.3499731,0.4024417,0.6650296,0.7358328,0.7742988,0.7756073,0.7639147
674,"SMR","San Marino",1.286169,1.304194,1.320832,1.237039,1.200979,1.172118,1.170145,1.164476,1.158912,1.188147,1.182587,1.165892,1.196964,1.205604,1.196393,1.165799,1.189849,1.191398,1.188697,1.146016
678,"STP","Sao Tome and Principe",0.3250549,0.5140144,0.4779892,0.5558947,0.2447092,0.1096143,0.061735,0.2721276,0.1911356,0.1847558,0.1560314,0.1237374,0.2481136,0.1801338,0.1350571,0.3214463,0.2800586,0.3688102,0.2990205,0.1583277
682,"SAU","Saudi Arabia",-1.499028,-1.617569,-1.602676,-1.702851,-1.644271,-1.32374,-1.536319,-1.781469,-1.705147,-1.729974,-1.822264,-1.788064,-1.907197,-1.86564,-1.876409,-1.882014,-1.842696,-1.729217,-1.675817,-1.644232
686,"SEN","Senegal",0.1084963,0.0291251,0.1998017,0.3806853,0.2666859,0.1727969,0.0561978,0.0617268,-0.1817141,-0.2135035,-0.2690909,-0.2677378,-0.220193,-0.0041891,0.0600574,0.2922798,0.2836294,0.3692187,0.317083,0.2396943
688,"SRB","Serbia",-1.215804,-0.9738429,-0.6377379,0.0034056,-0.1204937,-0.1760499,-0.2069546,0.2144589,0.3053002,0.2817037,0.3356198,0.2864665,0.2786245,0.1989435,0.2854885,0.2126113,0.2310588,0.199048,0.1158026,0.0018319
690,"SYC","Seychelles",0.1221467,0.1293614,0.0441329,0.1133403,0.0756623,0.323294,0.1744687,0.0870519,0.0640959,-0.0051316,0.0398969,0.1016565,0.0178981,0.0508296,0.0200993,-0.0475149,0.0801099,0.1581115,0.1903677,0.2116492
694,"SLE","Sierra Leone",-0.5877218,-1.132705,-1.33519,-0.5549647,-0.3467901,-0.3111121,-0.5309957,-0.326509,-0.2184993,-0.1416382,-0.2413225,-0.1578491,-0.2038126,-0.3206525,-0.3425916,-0.2866932,-0.2704413,-0.1992541,-0.194124,-0.1791686
702,"SGP","Singapore",0.1398156,0.1125008,0.1304971,0.0586193,-0.0210195,0.0775112,0.1324387,-0.3871925,-0.3632097,-0.3348355,-0.2342208,-0.2089662,-0.1020272,0.0530914,0.0367684,-0.0986594,-0.1618216,-0.1504537,-0.1693662,-0.0591089
534,"SXM","Sint Maarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
703,"SVK","Slovakia",0.6442215,0.710791,0.8486815,0.9764824,0.9315047,0.947525,0.8999568,0.9311233,0.9474362,0.9354531,0.8762503,0.910907,0.965979,0.9730169,0.9595503,0.9595861,0.9654341,0.9607725,0.9359443,0.878241
705,"SVN","Slovenia",1.275353,1.204611,1.107542,1.13046,1.124961,1.112389,1.09229,1.069615,1.062971,1.017365,1.055124,1.048638,1.056918,0.9997781,1.001897,0.9561069,0.9868262,1.010171,1.004898,0.9910611
90,"SLB","Solomon Islands",0.8073821,0.7779045,0.2217027,0.3861335,0.3224869,-0.3541207,-0.0981997,0.0451033,0.0634726,0.020428,0.13784,0.065894,-0.0042666,-0.0285495,0.0015209,0.2265697,0.2845246,0.4673913,0.4892622,0.5343427
706,"SOM","Somalia",-1.892188,-1.817961,-1.71314,-1.507476,-1.751014,-1.811016,-1.759174,-1.762415,-1.848487,-1.89333,-2.039461,-2.010569,-2.015529,-2.196764,-2.17477,-2.114793,-2.001481,-1.912402,-1.778114,-1.833135
710,"ZAF","South Africa",0.8411385,0.8469778,0.7462404,0.6598222,0.700217,0.7157369,0.6490104,0.6516131,0.5787652,0.5756481,0.5705026,0.6020697,0.5908386,0.5821533,0.6007034,0.6421182,0.650173,0.6476842,0.6309735,0.6573899
410,"KOR","South Korea",0.668099,0.6386724,0.6371692,0.7456281,0.7232338,0.7285312,0.7455956,0.6905551,0.6997411,0.6571436,0.7076684,0.741087,0.7269193,0.7255958,0.7058276,0.680226,0.6310143,0.6407209,0.7399142,0.7960598
728,"SSD","South Sudan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.114089,-1.33309,-1.44238,-1.617889,-1.594529,-1.794646,-1.816687,-1.977599
724,"ESP","Spain",1.319527,1.299595,1.27702,1.274987,1.270559,1.323612,1.131404,1.078725,1.123087,1.185326,1.176973,1.122543,1.085866,1.064179,0.9888706,0.9937256,1.044831,1.041046,1.026823,1.064253
144,"LKA","Sri Lanka",-0.2691442,-0.1509505,-0.190724,-0.0885491,-0.0924527,-0.1641393,-0.206796,-0.3101588,-0.4352549,-0.4648744,-0.4803367,-0.5052291,-0.5450529,-0.5752793,-0.5941756,-0.667201,-0.2961408,-0.0821306,-0.0633126,0.0087836
275,"PSE","State of Palestine",-0.7587608,-0.7178756,-0.7674462,-0.8052725,-0.8505943,-0.6824465,-0.6534969,-0.4345548,-0.6779341,-0.8620808,-0.953672,-0.8235977,-1.005676,-0.9350101,-0.9282618,-0.8817652,-0.9858358,-1.094875,-1.031526,-0.9017643
729,"SDN","Sudan",-1.858701,-1.811389,-1.752222,-1.543474,-1.657192,-1.66659,-1.718842,-1.73934,-1.649224,-1.641588,-1.686874,-1.72559,-1.771315,-1.77434,-1.775899,-1.736628,-1.782848,-1.837655,-1.839452,-1.841044
740,"SUR","Suriname",-0.0914219,0.1708198,0.4420865,0.4948501,0.3260334,0.1143053,0.1296161,0.5114888,0.5560399,0.6056134,0.4448322,0.3835026,0.3803003,0.3408635,0.357051,0.516895,0.4113952,0.4152397,0.4298437,0.3158507
752,"SWE","Sweden",1.518391,1.536841,1.573289,1.507784,1.548605,1.739247,1.584473,1.485718,1.510136,1.520167,1.546039,1.542726,1.612955,1.690358,1.65811,1.611089,1.56531,1.563904,1.57698,1.611055
756,"CHE","Switzerland",1.424485,1.412886,1.413347,1.425745,1.453932,1.692534,1.586438,1.518006,1.503815,1.51683,1.553312,1.584912,1.584808,1.640122,1.628098,1.559489,1.558501,1.531788,1.555488,1.616422
760,"SYR","Syria",-1.403754,-1.559235,-1.625866,-1.623204,-1.621075,-1.505781,-1.508199,-1.757813,-1.781911,-1.724321,-1.69283,-1.696672,-1.806281,-1.844221,-1.834907,-1.878197,-1.922481,-1.986811,-1.968701,-1.958449
158,"TWN","Taiwan",0.6725239,0.7658813,0.8530175,0.9656816,0.904806,0.9356793,0.932036,0.7034971,0.7274251,0.7153586,0.8257644,0.8312752,0.840462,0.8496482,0.8890373,0.8817235,0.8984895,1.009288,1.014692,0.977472
762,"TJK","Tajikistan",-1.645833,-1.505258,-1.382805,-1.111796,-1.149909,-1.222273,-1.266098,-1.351941,-1.292121,-1.355681,-1.3321,-1.431079,-1.380848,-1.422404,-1.504127,-1.495486,-1.569086,-1.691764,-1.722815,-1.689398
834,"TZA","Tanzania",-0.6415817,-0.5163568,-0.4722205,-0.3992592,-0.4273277,-0.5335823,-0.3634433,-0.2002937,-0.1424699,-0.1662126,-0.1603087,-0.1308912,-0.1414839,-0.1760137,-0.2037866,-0.1922616,-0.2217783,-0.2237958,-0.2783239,-0.364481
764,"THA","Thailand",0.310659,0.3824737,0.4678029,0.3215166,0.2182411,0.1265833,-0.0982958,-0.739194,-0.5625023,-0.5296669,-0.4558837,-0.495822,-0.4051817,-0.3211412,-0.4299258,-0.8747826,-0.969105,-1.025114,-1.04712,-1.005582
626,"TLS","Timor-Leste",-1.723411,-1.700447,-0.1307891,0.2679767,0.1654429,-0.0935149,-0.2101761,0.0574416,0.1485412,0.217162,0.097795,0.0616594,0.1328302,0.0963445,0.0911216,0.1487806,0.1861515,0.2195098,0.3412877,0.3397629
768,"TGO","Togo",-0.9862416,-1.124889,-1.12596,-1.383553,-1.180869,-1.231241,-1.221733,-1.195147,-1.067694,-0.9882196,-0.9785588,-0.9520397,-0.9037215,-0.9958094,-0.9044718,-0.7664886,-0.7007869,-0.5458997,-0.6239609,-0.7431359
776,"TON","Tonga",0.2265435,0.249044,0.2171442,-0.0244122,0.0618866,-0.1897942,-0.0545144,-0.0254304,-0.1714477,-0.0302959,-0.046902,0.2928134,0.3210243,0.3362116,0.4585452,0.663713,0.6616573,0.6426938,0.6022581,0.5628479
780,"TTO","Trinidad and Tobago",0.6872312,0.8390224,0.5663998,0.5666488,0.6137446,0.5747017,0.6131317,0.6083238,0.5456222,0.5336419,0.5542046,0.5233462,0.5207429,0.5011164,0.4822901,0.4730857,0.4805337,0.5579509,0.5533727,0.5656093
788,"TUN","Tunisia",-0.5993556,-0.8233013,-0.8137363,-0.9591112,-0.9208706,-0.8666494,-0.950093,-1.297919,-1.378914,-1.350545,-1.358339,-1.416165,-0.3705043,-0.1716522,-0.0844274,0.192784,0.2414112,0.3034269,0.1614387,0.210815
792,"TUR","Turkey",-0.1297603,-0.6159341,-0.2891998,-0.2195705,-0.0332708,0.0132019,0.0002338,-0.0640953,-0.0533246,-0.0412864,-0.0555225,-0.0848207,-0.1368507,-0.2069335,-0.2513264,-0.3384197,-0.36772,-0.6089115,-0.7074901,-0.8329394
795,"TKM","Turkmenistan",-1.577283,-1.656267,-1.692534,-1.932026,-1.95725,-1.982013,-2.001131,-2.088716,-2.156128,-2.109707,-2.082513,-2.040295,-2.165721,-2.250428,-2.216408,-2.259159,-2.237535,-2.170887,-2.159002,-2.143717
796,"TCA","Turks and Caicos Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
798,"TUV","Tuvalu",1.286169,1.304194,1.320832,1.176533,1.035866,0.4606031,0.5870149,0.7837109,0.7465746,0.8019519,0.741996,0.7213817,0.7156515,0.6616975,0.7120426,1.045113,1.068598,1.081738,1.079459,1.146016
800,"UGA","Uganda",-0.8918072,-0.8558782,-0.993295,-0.930504,-0.7024573,-0.7244241,-0.597284,-0.4453833,-0.4860639,-0.5099347,-0.5091616,-0.5183923,-0.5254045,-0.4935461,-0.5519767,-0.5849968,-0.5670033,-0.6500137,-0.5888596,-0.6666496
804,"UKR","Ukraine",-0.3248502,-0.2406366,-0.6108505,-0.5194489,-0.5892568,-0.6710514,-0.2853248,0.0496413,0.0641184,0.0906661,0.0590448,-0.0840042,-0.1324406,-0.279543,-0.3153966,-0.1422317,-0.0867992,0.0005961,0.0133181,-0.0137297
784,"ARE","United Arab Emirates",-0.4094036,-0.5191632,-0.5168414,-0.6315435,-0.9121923,-0.6879129,-0.7084732,-0.9998294,-0.9068833,-0.9123815,-0.8383121,-0.9035128,-0.8962441,-1.000819,-1.019484,-1.061369,-1.112425,-1.050421,-1.096568,-1.109334
826,"GBR","United Kingdom",1.272319,1.195277,1.32327,1.283423,1.333042,1.597446,1.443956,1.378774,1.335596,1.321023,1.303301,1.289994,1.297412,1.339133,1.329037,1.27579,1.297837,1.294636,1.332299,1.383976
840,"USA","United States of America",1.348661,1.336877,1.310167,1.344568,1.338228,1.327752,1.294524,1.101622,1.10981,1.144267,1.097206,1.133606,1.126966,1.161587,1.103019,1.071223,1.109821,1.10928,1.049652,1.039329
858,"URY","Uruguay",0.8298364,0.9746596,0.9898124,1.054347,0.9925182,0.8427105,0.8857377,1.030711,1.045523,1.062145,1.105795,1.146545,1.121431,1.060967,1.085263,1.107863,1.143404,1.162972,1.166256,1.21235
860,"UZB","Uzbekistan",-1.60037,-1.758488,-1.833387,-1.809312,-1.764603,-1.780859,-1.930239,-2.071797,-2.117638,-2.100143,-2.102612,-2.085673,-2.124431,-2.033549,-1.966497,-1.913252,-1.956139,-1.886904,-1.796641,-1.615988
