"code","iso","country","SPI.raw.1980","SPI.raw.1981","SPI.raw.1982","SPI.raw.1983","SPI.raw.1984","SPI.raw.1985","SPI.raw.1986","SPI.raw.1987","SPI.raw.1988","SPI.raw.1989","SPI.raw.1990","SPI.raw.1991","SPI.raw.1992","SPI.raw.1993","SPI.raw.1994","SPI.raw.1995","SPI.raw.1996","SPI.raw.1997","SPI.raw.1998","SPI.raw.1999","SPI.raw.2000","SPI.raw.2001","SPI.raw.2002","SPI.raw.2003","SPI.raw.2004","SPI.raw.2005","SPI.raw.2006","SPI.raw.2007","SPI.raw.2008","SPI.raw.2009","SPI.raw.2010","SPI.raw.2011","SPI.raw.2012","SPI.raw.2013","SPI.raw.2014","SPI.raw.2015","SPI.raw.2016","SPI.raw.2017","SPI.raw.2018","SPI.raw.2019"
36,"AUS","Australia",47.4392351670537,48.0289636339661,48.1681020113296,48.5791397922143,49.109315410981,49.6165870168624,50.0841586787702,51.0031267054538,52.4885047146793,53.6213955767122,54.0975849782879,55.3643044626921,57.5323567171713,58.5187147858949,60.7017631410185,61.2469266040087,61.6775502280941,62.2408800698483,62.7354276134405,65.5762922417269,66.9447901666041,67.6028302356141,68.9386545801439,70.7114805385257,71.8357481681344,72.6259027340491,74.3318826962201,75.4901750991532,79.047980327854,81.1022648835454,83.5318199401432,86.2511531909217,87.0776925777132,88.2585447325993,89.3057027642876,89.7980894299455,91.0420870005322,91.6477655498566,92.3909172275301,92.3909172275301
40,"AUT","Austria",65.6050954438382,72.8813727397071,73.4487789051674,74.7628804159678,77.7657638875169,77.8194858115148,78.667329671994,78.9037186848081,79.0332524527777,79.0640794610552,79.0672436749075,79.7583481572069,79.7589728878966,79.8036738122823,79.8064155964599,80.247663011824,81.1567934717958,81.1567934717958,81.1567934717958,81.1567934717958,81.1573291223742,81.1573291223742,81.1573291223742,81.1573291223742,81.1573291223742,81.1573291223742,81.1573291223742,81.1573291223742,81.1573291223742,81.1573291223742,81.1573291223742,81.1573291223742,81.1573291223742,81.1792093733119,81.1792093733119,81.1792093733119,81.1792093733119,81.1792093733119,81.1792093733119,81.1792093733119
31,"AZE","Azerbaijan",56.5375986667214,56.611529441637,56.611529441637,56.611529441637,58.400797706313,58.400797706313,58.5340604810882,59.3414571853982,59.3414571853982,59.3504326905387,59.3504326905387,59.3504326905387,59.3504326905387,62.2099564532907,62.2099564532907,62.2099564532907,62.2857813613453,62.2857813613453,62.2857813613453,62.2857813613453,62.2857813613453,62.2857813613453,62.2857813613453,66.2738053373754,70.0757957503356,70.2842107813604,74.3861987292349,74.3861987292349,75.9546933736337,76.8500591747913,76.8500591747913,76.8500591747913,76.8500591747913,76.8500591747913,76.8500591747913,76.8500591747913,76.8500591747913,76.8500591747913,77.2667256751791,77.2667256751791
44,"BHS","Bahamas",0.0608791096099506,0.0608791096099506,0.0608791096099506,0.0608791096099506,0.0608791096099506,0.0608791096099506,0.0608791096099506,0.0608791096099506,0.0641930647748304,0.0641930647748304,0.0641930647748304,0.0641930647748304,0.101352099737865,0.101352099737865,2.81832470499631,2.81832470499631,2.81832470499631,24.522357948623,24.522357948623,24.522357948623,24.522357948623,24.522357948623,30.1135816583611,30.1135816583611,30.1135816583611,30.1135816583611,30.1135816583611,30.1135816583611,30.1135816583611,30.1224516168785,30.1224516168785,30.1224516168785,30.1224516168785,30.1224516168785,30.1224516168785,32.4723661409632,32.4723661409632,32.4723661409632,32.4723661409632,32.4723661409632
48,"BHR","Bahrain",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,"BGD","Bangladesh",9.41904984446152,14.0006538176734,25.9032672570635,43.9359255667519,44.2546283008738,44.3731568739768,45.6852466866313,45.6852466866313,45.7086890766122,45.7086890766122,45.7086890766122,45.7086890766122,45.7086890766122,45.7086890766122,45.7086890766122,45.7086890766122,46.1208521075319,46.1208521075319,46.1208521075319,47.1119954517855,47.1119954517855,47.1634165400821,47.1634165400821,47.1634165400821,47.2304503044807,47.3564728629001,47.7388106278858,48.0549604170162,48.0549604170162,48.7313831793856,51.3078369174761,51.5232914121449,51.9266981677102,52.2394311619318,52.2394311619318,52.2394311619318,52.2394311619318,52.2394311619318,52.2394311619318,52.2394311619318
52,"BRB","Barbados",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112,"BLR","Belarus",99.2307061120806,99.2307061120806,99.2307061120806,99.2309854052819,99.2309854052819,99.2309854052819,99.2309854052819,99.2309854052819,99.231257746372,99.231257746372,99.231257746372,99.231257746372,99.231257746372,99.231257746372,99.2319028595611,99.2319028595611,99.2319028595611,99.2319028595611,99.2319028595611,99.2319028595611,99.2319028595611,99.2319028595611,99.2319028595611,99.2319028595611,99.2344498033611,99.2344498033611,99.2344498033611,99.2344498033611,99.2344498033611,99.2344498033611,99.2344498033611,99.2344498033611,99.2344498033611,99.2344498033611,99.2344498033611,99.2344498033611,99.2344498033611,99.2344498033611,99.2344498033611,99.2344498033611
56,"BEL","Belgium",85.8928796029713,86.3381825064584,86.64049851318,86.64049851318,86.64049851318,88.2247451534655,88.8487239969467,88.8487239969467,97.5618290085514,97.6249168302333,99.1920291676342,99.261267776016,99.265300178401,99.2791695427617,99.4468957308514,99.4630597450095,99.4958144505447,99.5083135748629,99.5083135748629,99.516398036634,99.5204378121996,99.8726583589006,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
84,"BLZ","Belize",89.2582764608816,89.2582764608816,89.2582764608816,89.2582764608816,90.3063158064169,90.5756097368312,90.5840829144969,90.5840829144969,93.2835259118843,93.4539768384273,93.4566870659574,94.1754431054172,94.3038077081354,94.3038077081354,94.7789437031044,94.7797203012828,94.7797203012828,94.7797203012828,94.9872232294877,94.9872232294877,94.9872232294877,95.0345216856911,95.1038909173658,95.1038909173658,95.1038909173658,95.1056758989785,95.1056758989785,95.1176101008946,95.1373966508354,95.1384811033659,95.1781696284962,95.1792067041473,95.1792067041473,95.1802436545752,95.1802436545752,95.1802436545752,95.1802436545752,95.1802436545752,95.1802436545752,95.1802436545752
204,"BEN","Benin",87.5848843014948,87.5848843014948,87.5848843014948,87.5848843014948,87.5848843014948,87.5848843014948,87.5848843014948,87.5848843014948,87.5848843014948,87.5848843014948,87.5848843014948,87.5848843014948,87.5848843014948,87.5848843014948,87.5848843014948,87.5848843014948,87.5848843014948,87.5848843014948,87.5848843014948,87.5848843014948,87.5848843014948,87.5848843014948,87.5848843014948,87.5848843014948,87.5848843014948,87.5848843014948,87.5848843014948,87.5848843014948,87.5848843014948,87.5848843014948,87.5848843014948,87.5848843014948,87.5848843014948,87.5848843014948,87.5848843014948,87.5848843014948,87.5848843014948,87.5848843014948,87.5848843014948,87.5848843014948
60,"BMU","Bermuda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,"BTN","Bhutan",77.6715803790216,77.6715803790216,77.6715803790216,77.6715803790216,77.6715803790216,77.6715803790216,77.687376544648,77.687376544648,77.687376544648,77.687376544648,77.7417719949557,77.7417719949557,77.7417719949557,87.7048453852178,87.7048453852178,98.2862098402036,98.2862098402036,98.2862098402036,98.2862098402036,98.287544109116,98.287544109116,98.287544109116,98.287544109116,98.287544109116,98.287544109116,98.287544109116,98.287544109116,98.287544109116,98.287544109116,98.287544109116,98.287544109116,98.287544109116,98.287544109116,98.287544109116,98.287544109116,98.287544109116,98.287544109116,98.287544109116,98.287544109116,98.287544109116
68,"BOL","Bolivia",67.1781368800923,67.1781368800923,67.1781368800923,67.1803063949573,67.1803063949573,67.1803063949573,67.5147788719226,67.6855165611447,76.179880095893,78.3005956251787,78.798277970693,79.8138245120999,80.8779702968685,81.9519379224697,81.9519379224697,86.2259182621636,86.2286844657547,87.133968847369,87.1364587944105,87.138006637632,87.6376918953399,87.8492002918649,88.1177530833621,88.1290207728843,88.7550699832713,89.0444981560182,89.1154596140509,90.0774033404157,90.0774035160922,90.1290913590584,90.3255750680815,90.3255750680815,90.3255750680815,90.3255750680815,90.3255750680815,90.3255750680815,90.3255750680815,90.3255750680815,90.3255750680815,90.3255750680815
70,"BIH","Bosnia and Herzegovina",30.3325524576808,31.8715843572372,31.8715843572372,31.8715843572372,31.8715843572372,31.8715843572372,31.8715843572372,31.8715843572372,31.8715843572372,31.8715843572372,31.8715843572372,31.8715843572372,31.8715843572372,31.8715843572372,31.8715843572372,31.8715843572372,31.8715843572372,31.8715843572372,31.8715843572372,31.8715843572372,31.8715843572372,31.8715843572372,31.8715843572372,31.8715843572372,31.8715843572372,32.2825158697841,32.2825158697841,32.2825158697841,32.3648284877865,32.3648284877865,32.3648284877865,33.4569618650115,33.5551561973955,41.1528707675182,41.1528707675182,41.4182471503788,41.4182471503788,41.5075134546315,41.5075134546315,41.5075134546315
72,"BWA","Botswana",92.5590694423044,92.7474962011673,92.7474962011673,92.7474962011673,92.7474962011673,92.7474962011673,92.7474962011673,92.7474962011673,92.7474962011673,92.7474962011673,92.7596558843114,92.7596558843114,92.7596558843114,93.1194827942992,93.1214009171722,93.1214009171722,93.1214009171722,93.1214009171722,93.1214009171722,93.1214009171722,93.1214009171722,93.1214009171722,93.2087257632703,93.2144110869374,93.2144110869374,93.2261416243565,93.2311876411121,93.3167562424306,93.3448145966197,93.3471506692222,93.3471506692222,93.3509774127757,93.3509774127757,93.3607292280963,93.3607292280963,93.3607292280963,93.3607292280963,93.3607292280963,93.3607292280963,93.3607292280963
76,"BRA","Brazil",47.9937073291187,49.4818263479746,53.7009211773827,57.6320716363212,61.5676753260115,63.6014792143902,63.9104871082473,65.7709043450835,66.8126920859204,69.5272007803438,71.0320873353571,71.5057545017437,72.523069851274,73.6990134284866,74.3511092540647,74.9786762878793,75.7795860864722,77.913656792202,79.0212619293299,79.4919885075315,79.974022107355,81.1589261945214,82.6868071152054,83.3398013026865,83.8586197465025,83.9999599993494,84.6266204939914,84.9395406808116,85.1299338654282,85.3826252188461,85.7307751785769,85.8509919280652,86.0051016369677,86.0928102749296,86.1868615958322,86.2037862648705,86.264526858681,86.3175595916315,86.4747948681205,86.4764172772359
92,"VGB","British Virgin Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96,"BRN","Brunei Darussalam",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,"BGR","Bulgaria",62.3624906037392,62.9641411654718,63.017048773378,63.2498439869676,63.6419404575544,63.8292379016425,64.0650946316913,64.4251885118561,64.5487187941243,67.0214785769299,67.2661824376922,67.3207565306448,69.6361654643734,69.6361654643734,69.8364255393781,70.1292463419723,70.2771928978152,71.5728076246176,71.5728076246176,71.5728076246176,72.9259135778499,73.8689951540726,98.1140599082637,98.1156027549438,98.1166365298062,98.1166365298062,98.1258932847187,99.9999158951861,99.9999158951861,99.9999158951861,99.9999158951861,99.9999158951861,99.9999158951861,99.9999158951861,99.9999158951861,99.9999158951861,99.9999158951861,99.9999158951861,99.9999158951861,99.9999158951861
854,"BFA","Burkina Faso",99.3767504196566,99.3767504196566,99.3767504196566,99.3767504196566,99.3767504196566,99.4129045097384,99.4582037335882,99.4582037335882,99.4582037335882,99.4582037335882,99.4582037335882,99.4582037335882,99.4582037335882,99.4582037335882,99.4582037335882,99.4582037335882,99.5294174665609,99.5294174665609,99.5294174665609,99.5294174665609,99.5294174665609,99.5294174665609,99.5294174665609,99.6389501423574,99.6389501423574,99.6389501423574,99.6389501423574,99.6389501423574,99.6389501423574,99.6389501423574,99.6389501423574,99.6389501423574,99.6389501423574,99.6389501423574,99.6389501423574,99.6389501423574,99.6389501423574,99.6389501423574,99.6389501423574,99.6389501423574
108,"BDI","Burundi",66.973461467135,66.973461467135,66.973461467135,66.973461467135,66.973461467135,66.973461467135,66.973461467135,66.973461467135,66.973461467135,66.973461467135,66.973461467135,66.973461467135,66.973461467135,67.0505179408296,67.0505179408296,67.0505179408296,67.0505179408296,67.0505179408296,67.0505179408296,67.0505179408296,67.0505179408296,67.0505179408296,67.0505179408296,67.0505179408296,67.0505179408296,67.0505179408296,67.0505179408296,67.0505179408296,67.0505179408296,67.0505179408296,67.0505179408296,67.0931774238523,67.0931774238523,67.0931774238523,67.0931774238523,67.0931774238523,67.0931774238523,67.0931774238523,67.0931774238523,67.0931774238523
132,"CPV","Cabo Verde",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116,"KHM","Cambodia",1.56024520639985,1.56024520639985,1.56024520639985,1.56024520639985,1.56024520639985,1.56024520639985,1.56024520639985,1.62803063364963,1.62803063364963,1.62803063364963,2.64174717954432,2.64174717954432,2.64174717954432,81.819558972988,89.9088320011278,89.9088320011278,89.9093279463248,89.9093279463248,89.9093279463248,92.2453109116866,92.2453109116866,92.2453109116866,92.2455068328158,92.2455068328158,94.1677772260868,94.1677772260868,94.1677772260868,94.17770229047,94.17770229047,94.17770229047,94.17770229047,94.17770229047,94.17770229047,94.17770229047,94.17770229047,94.17770229047,94.17770229047,94.17770229047,94.17770229047,94.17770229047
120,"CMR","Cameroon",33.2760132238436,33.2760132238436,33.2760132238436,33.2760132238436,33.2760132238436,33.2760132238436,37.5512142919572,37.5512142919572,37.5512142919572,37.5512142919572,37.7163310477888,37.9688732285445,37.9688732285445,37.9688732285445,37.9688732285445,37.9688732285445,41.4798835667128,41.4798835667128,41.4798835667128,41.4798835667128,42.9673595218388,43.9000617893904,43.9182892714463,43.9182892714463,44.2858184539197,45.3211743918148,45.3211743918148,50.1447853199345,51.6139498478476,56.892422887282,56.892422887282,56.892422887282,56.892422887282,56.9422239897021,57.9366953883314,59.3597325630454,59.3597325630454,59.3597325630454,59.3597325630454,59.3597325630454
124,"CAN","Canada",92.7126325668421,92.8041810627952,92.8072837853638,92.8681466681684,92.9059576944863,92.9706892587949,93.3093365208479,93.4777112826198,94.1889833663177,94.2504930492393,94.2691223423341,94.3637217240293,94.3759990716599,94.4559938882385,94.5043837890531,95.1092572394363,95.4156530205347,95.4415981400679,95.9141897858108,95.9411438165517,95.9565653794858,96.0695831334578,96.1753491556476,96.4435039074048,96.6524440822184,96.9505616544638,97.3626424313504,97.6015460722005,97.9160359817533,97.9571192383781,97.958619723735,97.9987563366499,98.1023090849926,98.1067588764405,98.1253775897386,98.170209450513,98.1743319861419,98.1779544962837,98.1781858049136,98.1788433744485
136,"CYM","Cayman Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
140,"CAF","Central African Republic",86.7967511496607,86.7967511496607,86.7967511496607,86.7967511496607,86.7967511496607,86.7967511496607,86.7967511496607,86.7967511496607,86.7967511496607,86.7967511496607,91.4206561906342,91.4206561906342,91.4206561906342,91.4206561906342,91.4206561906342,91.4206561906342,91.4206561906342,91.4206561906342,91.6656103181044,91.6656103181044,91.6656103181044,91.6656103181044,91.6656103181044,91.6656103181044,91.6656103181044,91.6656103181044,91.6656103181044,91.6656103181044,91.6656103181044,91.6656103181044,91.6656103181044,91.6656103181044,91.6656103181044,91.6656103181044,91.6656103181044,91.6656103181044,91.6656103181044,91.6656103181044,91.6656103181044,91.6656103181044
148,"TCD","Chad",83.3342213107159,83.3342213107159,83.3342213107159,83.3342213107159,83.3342213107159,83.3342213107159,83.3342213107159,83.3342213107159,83.3342213107159,83.3342213107159,83.3342213107159,83.3342213107159,83.3342213107159,83.3342213107159,83.3342213107159,83.3342213107159,83.3342213107159,83.3342213107159,83.3342213107159,83.3342213107159,83.3342213107159,83.3342213107159,83.3342213107159,83.3342213107159,83.3342213107159,83.3342213107159,83.3342213107159,83.3342213107159,83.3342213107159,83.3342213107159,83.3342213107159,83.3342213107159,83.3342213107159,83.3342213107159,83.3342213107159,83.3342213107159,83.3342213107159,83.3342213107159,83.3342213107159,83.3342213107159
152,"CHL","Chile",40.653952496591,40.887777030858,41.3035319230767,42.9103290363473,43.0054887681071,43.0237521990919,43.7449886552078,43.7449886552078,45.4946297857971,45.4946297857971,46.0831573859476,46.0831573859476,46.1132496613102,46.1240109169582,46.7796279458455,47.3924936709333,48.0080836766594,48.0080836766594,48.051823421005,48.1310597195936,48.1957287926483,48.1957287926483,48.1957287926483,48.1982103731095,48.2594902951241,48.9280651485965,48.9747215404053,48.9908825914695,49.4500622269554,49.5764961020489,50.4132269563296,50.4946813752909,50.4946813752909,50.5425729576418,50.6489735592911,51.2731648189357,51.3137229164974,51.3739940319562,53.1380869971083,53.1381580239895
156,"CHN","China",0.169891723395207,5.22189513752393,8.48733020921767,8.48733020921767,8.48943488801192,8.59341495514226,8.59341495514226,8.6127673654553,9.06982020059047,9.06982020059047,9.40195050460339,9.40205617958268,9.43522587273725,9.49241596942827,9.52975713970369,9.52975713970369,9.92804768213817,9.92804768213817,10.188619417509,10.188619417509,10.188619417509,10.188619417509,10.188619417509,10.188619417509,10.1889208987236,10.1889208987236,10.1889208987236,10.1889208987236,10.1889208987236,10.1889208987236,10.1902699062703,10.3545924800724,10.3570649391306,10.3570649391306,10.3570649391306,10.3570649391306,10.3570649391306,10.3570649391306,10.3570649391306,10.3570649391306
170,"COL","Colombia",46.6321613000229,46.7211789594927,46.8310813078247,46.9160593610314,48.283694466505,48.8666546222825,48.9700817113002,50.0836092427916,50.1169790941243,51.8855532679983,52.0181784126175,52.0581616422524,52.1416014158917,52.442978832332,52.5252569200856,52.5252569200856,52.5306146654557,52.6262902263392,52.6930236624784,53.0166571480669,53.0476966495388,53.0670382322579,53.8328833449973,53.9182652404307,53.9526147802747,56.7834624245415,58.1264591832303,60.7757153863734,62.9257318005046,64.2555001158441,64.362274754159,65.5321112465496,65.7762344708651,66.2275028161835,66.6773235232844,68.4482712908008,68.901449362082,69.3435716199349,69.3435716199349,69.3435716199349
174,"COM","Comoros",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
184,"COK","Cook Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
188,"CRI","Costa Rica",72.7129447843573,75.0970142913898,78.0101072839653,78.0888631337735,79.256377296644,82.3599506756549,82.669020129977,82.809763061911,82.8164282346817,82.8164282346817,83.0708866835402,84.2596768954872,84.6293654700826,84.6293654700826,85.4336582838282,85.5739209282688,85.5774200855745,85.6521977216752,85.9437244442915,85.9511236396799,88.3205336513421,88.3244049271555,88.3320409486754,88.3519168456673,88.36652581147,88.3678030192665,88.4150956793703,88.4180185382324,88.4180185382324,88.4216963603939,88.4216963603939,88.4229788980227,88.4229788980227,88.455356349761,88.4859738730899,88.4859738730899,88.4859738730899,88.4859738730899,88.4859738730899,88.4859738730899
384,"CIV","Cote d'Ivoire",95.1044646086845,95.1079923827312,95.1079923827312,95.1079923827312,95.1079923827312,95.1079923827312,95.1079923827312,95.1079923827312,95.1079923827312,95.1079923827312,95.1079923827312,95.1079923827312,95.1079923827312,95.1079923827312,95.1079923827312,95.1079923827312,95.1079923827312,95.1079923827312,95.1079923827312,95.1079923827312,95.1079923827312,95.1079923827312,95.1079923827312,95.1205451993495,95.1209403659451,95.1209403659451,95.1209403659451,95.1209403659451,95.1209403659451,95.1209403659451,95.1209403659451,95.1209403659451,95.1221264959561,95.127048039365,95.127048039365,95.127048039365,95.127048039365,95.127048039365,95.127048039365,95.127048039365
191,"HRV","Croatia",13.4516434361862,16.338439359644,17.1181576038992,17.1181576038992,17.1181576038992,17.2755013390796,17.2755013390796,17.2755013390796,17.9597143444944,17.9597143444944,18.4117275639402,18.4117275639402,18.4839762362187,18.4839762362187,18.4839762362187,19.107306560638,21.0929008381089,21.0929008381089,23.6600166766785,23.6600166766785,23.7962605028909,23.7962605028909,23.7962605028909,23.7962605028909,34.2861415685006,34.2861415685006,34.3614707554387,34.5142816081282,34.5142816081282,34.5142816081282,34.5142816081282,34.5142816081282,34.5142816081282,99.9965551933885,99.9965551933885,99.9965551933885,99.9965551933885,99.9965551933885,99.9965551933885,99.9965551933885
192,"CUB","Cuba",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.25349564088,12.25349564088,12.25349564088,12.25349564088,12.25349564088,12.25349564088,12.25349564088,13.043756269275,13.043756269275,39.8847977733933,39.8847977733933,44.9747072933147,44.9747072933147,44.9747072933147,44.9747072933147,44.9747072933147,44.9747072933147,44.9747072933147,44.9747072933147
531,"CUW","Curacao",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
