"code","iso","country","RQU.raw.1996","RQU.raw.1998","RQU.raw.2000","RQU.raw.2002","RQU.raw.2003","RQU.raw.2004","RQU.raw.2005","RQU.raw.2006","RQU.raw.2007","RQU.raw.2008","RQU.raw.2009","RQU.raw.2010","RQU.raw.2011","RQU.raw.2012","RQU.raw.2013","RQU.raw.2014","RQU.raw.2015","RQU.raw.2016","RQU.raw.2017","RQU.raw.2018"
417,"KGZ","Kyrgyzstan",-0.2981216,-0.0558729,-0.0829639,-0.1133134,-0.3711547,-0.321624,-1.00521,-0.6635196,-0.4147838,-0.3503863,-0.331769,-0.2512726,-0.210015,-0.3320781,-0.3130327,-0.434673,-0.5026596,-0.3526321,-0.3502441,-0.3499378
418,"LAO","Laos",-1.040396,-0.9356681,-1.412353,-1.301713,-1.400387,-1.28841,-1.325425,-1.270539,-1.176816,-1.143482,-1.071857,-1.015746,-0.9776725,-0.81996,-0.8398464,-0.8496193,-0.8064563,-0.7248681,-0.7214907,-0.7918289
428,"LVA","Latvia",0.9041389,0.8447193,0.7483771,0.8889499,0.9609982,0.9735729,0.9258149,0.9998425,1.007933,1.024673,0.9855881,0.9836758,0.9598081,1.016595,1.043866,1.171654,1.0888,1.080243,1.154456,1.189894
422,"LBN","Lebanon",-0.4087347,-0.1574084,-0.3672759,-0.3578168,-0.1073055,-0.0853327,-0.164786,-0.2069547,-0.2571481,-0.2471723,-0.0513447,0.0541962,-0.0588083,-0.1176805,-0.0763563,-0.2503474,-0.2948107,-0.3431615,-0.3072314,-0.3416829
426,"LSO","Lesotho",-0.289027,-0.3731731,-0.3454552,-0.3902856,-0.4950117,-0.5752791,-0.6360288,-0.6707316,-0.6988299,-0.6459164,-0.6248962,-0.5963897,-0.6056187,-0.5237986,-0.3541136,-0.4116735,-0.3962424,-0.3875899,-0.3218702,-0.4965023
430,"LBR","Liberia",-1.826899,-2.023813,-1.724857,-1.680678,-1.628062,-1.857852,-1.577216,-1.473984,-1.196742,-1.341423,-1.196836,-1.056976,-1.091914,-1.050237,-0.9119042,-0.8632321,-0.8650306,-0.9484934,-0.9461145,-0.9712892
434,"LBY","Libya",-1.735717,-1.91126,-1.78758,-1.611041,-1.479442,-1.353209,-1.483219,-1.460345,-1.107053,-0.9078937,-1.140678,-1.190293,-1.538268,-1.6565,-1.85995,-2.120511,-2.232313,-2.274461,-2.214115,-2.278996
438,"LIE","Liechtenstein",1.506209,1.542698,1.517836,1.713153,1.691144,1.569162,1.607823,1.350138,1.377706,1.398468,1.515809,1.527577,1.502858,1.559538,1.580631,1.428384,1.389856,1.372598,1.493829,1.532828
440,"LTU","Lithuania",1.076941,0.8694181,0.7643174,1.066879,1.039053,1.125147,1.003807,0.9738994,1.084034,1.123981,0.953743,0.962145,0.9313331,1.123943,1.154193,1.193723,1.277035,1.136219,1.15609,1.113281
442,"LUX","Luxembourg",1.757417,1.551881,1.917899,1.916083,1.821142,1.794739,1.639679,1.674969,1.7364,1.65793,1.646159,1.676335,1.865481,1.767417,1.780547,1.630896,1.658029,1.722079,1.691277,1.757206
446,"MAC","Macao",0.5471318,0.5747102,0.5505125,0.7359084,1.203429,1.59332,1.113491,1.103094,0.877562,1.027288,1.282933,1.351629,1.337743,1.355734,1.34744,1.73222,1.77244,1.781477,1.756899,1.609498
450,"MDG","Madagascar",-0.9129845,-0.7656654,-0.4321494,-0.2410899,-0.2503695,-0.3167834,-0.2185342,-0.1742754,-0.210702,-0.3250708,-0.5246624,-0.5662374,-0.5281697,-0.5632995,-0.6486014,-0.6921741,-0.7651789,-0.6897418,-0.694037,-0.7334517
454,"MWI","Malawi",-0.2890597,-0.2150777,-0.2123383,-0.4904278,-0.4490207,-0.5353156,-0.4705365,-0.5059555,-0.4459907,-0.483631,-0.4488389,-0.5748214,-0.7004287,-0.7030605,-0.6850817,-0.8000299,-0.8180815,-0.8448486,-0.7484592,-0.6708331
458,"MYS","Malaysia",0.7846446,0.5853965,0.5629202,0.5554124,0.6254485,0.4722339,0.6416844,0.5509718,0.506119,0.3163688,0.3036891,0.5889426,0.5820687,0.5704837,0.636703,0.8377209,0.7526733,0.7117952,0.6835025,0.682474
462,"MDV","Maldives",1.02667,0.8546135,0.7150751,0.8039562,0.6725519,-0.0597464,0.5065991,0.3960325,0.0729743,-0.3537485,-0.3694029,-0.3632856,-0.3682638,-0.3797219,-0.4310798,-0.3442715,-0.4149505,-0.457905,-0.4224218,-0.4830082
466,"MLI","Mali",-0.5258044,-0.2303805,-0.1045932,-0.429817,-0.4881367,-0.4792282,-0.5534297,-0.4555993,-0.358832,-0.4054857,-0.4086943,-0.4931963,-0.3982912,-0.4108,-0.4960637,-0.6023568,-0.577987,-0.5908752,-0.5726805,-0.5496903
470,"MLT","Malta",0.9677236,1.061407,1.14995,1.102868,1.181439,1.134123,1.062275,1.115418,1.144283,1.201846,1.366899,1.430892,1.339909,1.327936,1.298451,1.083089,1.168855,1.156792,1.28226,1.336778
584,"MHL","Marshall Islands",NA,-0.7809958,-0.6619083,-0.4883981,-0.4661145,-0.853386,-0.7597152,-0.9324962,-0.9060721,-0.6738319,-0.9941752,-0.9824685,-1.004596,-1.047201,-1.088059,-0.9499308,-1.121721,-0.9765467,-1.034138,-1.138546
478,"MRT","Mauritania",-0.4017357,-0.5066063,-0.3738819,0.338653,-0.0466674,-0.057796,-0.372204,-0.4302672,-0.4584383,-0.644522,-0.6849827,-0.8279694,-0.7813443,-0.6368836,-0.654506,-0.8066694,-0.8694826,-0.7430018,-0.7759946,-0.8108506
480,"MUS","Mauritius",-0.1163504,0.4328099,0.6067637,0.5811971,0.6068215,0.4244867,0.4771075,0.5653766,0.5221999,0.7931436,0.8609337,0.8890533,0.8378959,0.9906248,0.9399689,1.12727,1.091458,1.029757,0.9953023,1.027193
484,"MEX","Mexico",0.131713,0.2093759,0.2536656,0.4532809,0.3637139,0.4268156,0.1944254,0.3782291,0.3878794,0.3382414,0.2248415,0.2527093,0.2799248,0.4771238,0.4689431,0.4259591,0.3577256,0.2871219,0.1962538,0.1509804
583,"FSM","Micronesia",NA,-0.7809958,-0.8420197,-0.5740715,-0.4378658,0.0345296,0.2897122,0.1946159,-0.3510387,-0.552493,-0.8125128,-0.8759015,-0.8908712,-0.9492707,-0.9383808,-1.033337,-0.9827493,-0.9661163,-0.9904349,-0.9598854
498,"MDA","Moldova",-0.0665459,-0.2120989,-0.2867666,-0.4019714,-0.4499911,-0.444058,-0.4585297,-0.3446201,-0.277912,-0.1803459,-0.1278222,-0.103798,-0.0842205,-0.1027179,-0.0732874,0.0194689,-0.0662931,-0.1148862,-0.0380251,-0.0490203
492,"MCO","Monaco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
496,"MNG","Mongolia",-0.1737298,-0.0711494,-0.0739469,-0.0598696,-0.4412478,-0.3911002,-0.4919476,-0.3254844,-0.2776507,-0.3374487,-0.2979653,-0.2405613,-0.2219121,-0.2068852,-0.3235871,-0.2714638,-0.3505109,-0.0763125,-0.1171504,-0.0298508
499,"MNE","Montenegro",NA,NA,NA,NA,NA,NA,-0.1287619,-0.3314977,-0.1782944,-0.126968,-0.0436491,-0.0657089,-0.0579515,0.0213996,0.0655326,0.1265586,0.2267932,0.2244326,0.2986895,0.3625335
504,"MAR","Morocco",-0.1025635,-0.0232374,-0.0335292,-0.1391914,-0.2656455,-0.2473502,-0.4104842,-0.183422,-0.2163792,-0.1880394,-0.0602428,-0.0808093,-0.1170862,-0.0831831,-0.116067,-0.1303917,-0.1707448,-0.2349505,-0.2281133,-0.2429393
508,"MOZ","Mozambique",-0.5201569,-0.2846214,-0.1619026,-0.3134336,-0.53054,-0.4852061,-0.7077828,-0.5614842,-0.5535753,-0.4501007,-0.3936403,-0.3978509,-0.4318583,-0.4481838,-0.4026927,-0.4053305,-0.5003937,-0.7045604,-0.7295633,-0.7263409
104,"MMR","Myanmar",-1.677948,-1.793482,-2.044331,-2.055723,-1.998693,-2.344109,-2.120716,-2.190411,-2.267615,-2.213595,-2.23668,-2.24437,-2.102423,-1.834624,-1.494474,-1.380308,-1.222467,-0.8683162,-0.8317073,-0.7531742
516,"NAM","Namibia",0.3607435,0.1713381,0.2782966,0.5160318,0.2294746,0.1534386,0.1201045,0.1181504,-0.0321183,0.1697315,0.108871,0.085406,0.0454652,0.0758575,0.0850998,-0.018652,-0.0897799,-0.1359364,-0.1895842,-0.052499
520,"NRU","Nauru",NA,NA,NA,NA,NA,NA,NA,NA,-0.6938866,-0.8708317,-1.008255,-1.045812,-1.079763,-1.186479,-1.378451,-1.238945,-1.223166,-0.3848716,-1.096876,-0.0467818
524,"NPL","Nepal",-0.4017357,-0.3534624,-0.5050797,-0.5237504,-0.3769773,-0.5373344,-0.5256447,-0.5192395,-0.5675968,-0.6235901,-0.7066754,-0.7441027,-0.7225809,-0.7998764,-0.8489474,-0.8319318,-0.7995815,-0.7645323,-0.716038,-0.7456533
528,"NLD","Netherlands",1.84106,1.932362,2.098008,1.870408,1.750716,1.776129,1.655154,1.682698,1.799105,1.775021,1.699952,1.731538,1.811241,1.753006,1.770449,1.769266,1.799031,1.976167,2.047448,2.01824
540,"NCL","New Caledonia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
554,"NZL","New Zealand",1.89194,2.028154,1.735728,1.610015,1.683347,1.763689,1.632703,1.695402,1.714808,1.799816,1.826804,1.814871,1.970794,1.852507,1.828891,1.950351,1.920748,2.038275,2.088636,1.978822
558,"NIC","Nicaragua",-0.4434396,0.0061267,-0.1314913,-0.392733,-0.376096,-0.3066226,-0.4454578,-0.4307803,-0.4456767,-0.4101914,-0.43041,-0.282892,-0.3410783,-0.2953102,-0.2932877,-0.3933742,-0.3944113,-0.5067052,-0.6719558,-0.6863752
562,"NER","Niger",-0.9844006,-0.6434876,-0.5738533,-0.6775939,-0.6144285,-0.5826002,-0.4114659,-0.4932139,-0.5021631,-0.4236389,-0.4834641,-0.5173832,-0.5308044,-0.5946409,-0.5633752,-0.7179123,-0.7289673,-0.6713569,-0.6793114,-0.6404533
566,"NGA","Nigeria",-0.968231,-0.9524672,-0.7479506,-1.21619,-1.245469,-1.351967,-0.7606229,-0.9072622,-0.8890194,-0.80224,-0.7460872,-0.7274519,-0.6811808,-0.7124425,-0.659629,-0.8163823,-0.8505214,-0.9188931,-0.8854988,-0.8825297
570,"NIU","Niue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.9418253,-0.9783322,-0.9360021,-0.9050641,-0.921079,NA,NA,NA,NA,NA
408,"PRK","North Korea",-2.281233,-2.155005,-2.178509,-1.877181,-2.036229,-2.266795,-2.274059,-2.279974,-2.273525,-2.186227,-2.396361,-2.445396,-2.454963,-2.5281,-2.529559,-2.188986,-2.325878,-2.331718,-2.340672,-2.344563
807,"MKD","North Macedonia",-0.3480285,-0.1621419,-0.133277,-0.1882659,-0.1837676,-0.0460693,-0.234497,-0.0479724,0.1087835,0.2222244,0.2865948,0.3209654,0.3198009,0.3522735,0.3300218,0.4827735,0.4317179,0.4409401,0.504985,0.5249679
578,"NOR","Norway",1.531026,1.465705,1.157422,1.264643,1.34019,1.449231,1.479817,1.22142,1.329298,1.372778,1.467539,1.514319,1.609021,1.546811,1.666547,1.646469,1.606871,1.697963,1.813414,1.75844
512,"OMN","Oman",0.094098,-0.0300817,0.0810051,0.7223601,0.7062459,0.6554562,0.5504777,0.6049306,0.613822,0.6958894,0.5277063,0.4445483,0.3236573,0.4715728,0.4758003,0.6923888,0.5745103,0.6104661,0.4208038,0.3100107
586,"PAK","Pakistan",-0.5100792,-0.4823398,-0.7600321,-0.780275,-0.7143597,-0.9052928,-0.6401119,-0.4835909,-0.5329705,-0.5982134,-0.5784156,-0.5967962,-0.6340992,-0.7171134,-0.7003065,-0.6828627,-0.627013,-0.6395842,-0.5933395,-0.6444417
585,"PLW","Palau",NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.6974456,-0.825646,-0.8723449,-0.8956047,-0.993196,-0.9926907,-0.8197579,-0.8063775,-0.17747,-0.5977026,-0.0116495
591,"PAN","Panama",0.6455667,0.8713309,0.5823151,0.4843094,0.3385739,0.2614431,0.1749342,0.3194317,0.3723588,0.6200064,0.369856,0.3807888,0.4256283,0.3772442,0.3634679,0.371192,0.3525367,0.3606293,0.387362,0.4016129
598,"PNG","Papua New Guinea",-0.4259526,-0.5282676,-0.4689761,-0.5846058,-0.6345726,-0.7780001,-0.9864236,-0.7629742,-0.598905,-0.6860101,-0.5720045,-0.5588585,-0.5160761,-0.5122686,-0.5095565,-0.3448819,-0.5526034,-0.5559897,-0.6534048,-0.5433646
600,"PRY","Paraguay",-0.4928614,-0.7008274,-0.8216776,-0.567491,-0.7236943,-0.7311249,-0.8488888,-0.6907392,-0.5868172,-0.5159901,-0.4446054,-0.3556239,-0.3714205,-0.321478,-0.3103102,-0.2830149,-0.270921,-0.2999762,-0.231345,-0.1242119
604,"PER","Peru",0.4947839,0.6153647,0.4397036,0.0160937,0.1603966,0.2127779,0.031204,0.1347653,0.2779833,0.3453731,0.3866532,0.4503337,0.4635442,0.4919731,0.458948,0.5209098,0.491347,0.5083464,0.4182274,0.5182164
608,"PHL","Philippines",0.0156001,0.252921,0.1180455,-0.095482,-0.0476736,-0.2989835,-0.1802779,-0.169674,-0.1158655,-0.0786918,-0.1061816,-0.2335325,-0.2276281,-0.0611084,-0.0719822,-0.0368149,-0.0430832,-0.0041014,0.0186992,0.0459113
616,"POL","Poland",0.7247924,0.7166154,0.7536228,0.7710903,0.7435727,0.8242418,0.8279473,0.7275952,0.7722009,0.8322434,0.9520382,0.9808911,0.9282178,0.9604836,1.04645,1.054908,1.000138,0.9519957,0.8816792,0.8819272
620,"PRT","Portugal",1.219082,1.136845,0.9643233,1.291456,1.255014,1.19687,1.280887,1.065522,1.08139,1.100412,0.9914032,0.7198218,0.6259704,0.8269463,0.8041509,0.7499732,0.9568518,0.844399,0.9087492,0.8900307
634,"QAT","Qatar",0.1659549,0.0743281,0.000946,0.3012286,0.2262909,0.165395,0.2634854,0.3091292,0.3998939,0.6455752,0.6843668,0.5984103,0.5006636,0.801358,0.7469117,0.5732973,0.6785886,0.6959444,0.418253,0.5151712
178,"COG","Republic of Congo",-1.227481,-1.159651,-1.205544,-1.018046,-1.066752,-0.971538,-1.314487,-1.212756,-1.203904,-1.267693,-1.287886,-1.27373,-1.26487,-1.359338,-1.333404,-1.214696,-1.195739,-1.165628,-1.329811,-1.362082
642,"ROU","Romania",0.0261181,0.2247934,-0.1087842,0.0386783,-0.0411463,0.1644221,0.2342906,0.4625684,0.507854,0.5807096,0.6027623,0.6428855,0.6582558,0.5546572,0.6117656,0.5813455,0.5967953,0.5874754,0.4881749,0.4453986
643,"RUS","Russia",-0.4301675,-0.5093915,-0.5793793,-0.2448798,-0.1538669,-0.1178624,-0.1315329,-0.4042563,-0.2962315,-0.3910525,-0.335987,-0.3532888,-0.3491683,-0.3381374,-0.3516815,-0.3886238,-0.5207789,-0.4155626,-0.4753416,-0.5404854
646,"RWA","Rwanda",-1.34093,-1.057595,-1.008388,-0.7136751,-0.7117509,-0.6645405,-0.9752049,-0.6567397,-0.6372008,-0.5066115,-0.3198239,-0.1971854,-0.1439268,-0.0998168,0.0066703,0.2464919,0.2429835,0.1071192,0.1462778,0.0841578
652,"BLM","Saint Barthelemy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
659,"KNA","Saint Kitts and Nevis",NA,0.297961,0.2338454,0.2010812,0.243588,0.0762937,1.240804,1.046696,0.7001134,0.6477721,0.595817,0.4837095,0.4453146,0.4208632,0.4319586,0.1871451,0.3781135,0.368028,0.5543048,0.5108522
662,"LCA","Saint Lucia",NA,0.297961,0.2338454,0.2010812,0.243588,0.1739666,1.240804,1.10876,0.7904311,0.5425784,0.5851444,0.4842022,0.5130332,0.3401,0.3197097,0.2754634,0.3061971,0.290406,0.3077593,0.2870998
670,"VCT","Saint Vincent and the Grenadines",NA,0.297961,0.2338454,0.2010812,0.243588,0.1642248,1.220339,0.8861196,0.7435877,0.5425784,0.5851444,0.4536531,0.4192622,0.3780405,0.3545902,0.3567459,0.2660685,0.2793267,0.2457853,0.2558284
882,"WSM","Samoa",0.0303032,-0.1730905,0.0602198,0.0353455,0.0710034,-0.0288072,-0.0595889,-0.0553739,-0.0678687,-0.2739873,-0.2328436,-0.2526039,-0.3039227,-0.3334909,-0.2487883,-0.1868363,-0.0804414,-0.1030717,-0.0796473,-0.1145988
674,"SMR","San Marino",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
678,"STP","Sao Tome and Principe",-0.6517147,-1.074948,-0.7480749,-0.4584619,-0.5693606,-0.8301845,-0.8662047,-0.6446061,-0.7458607,-0.7074816,-0.7418562,-0.844986,-0.7282254,-0.7845786,-0.7929333,-0.7993983,-0.7713445,-0.8124583,-0.8332095,-0.8459124
682,"SAU","Saudi Arabia",-0.3082625,-0.2676624,-0.1033548,-0.045104,0.113586,0.0499324,0.114249,-0.0447374,0.018983,0.1200698,0.1607207,0.1612306,0.0281195,0.1031542,0.0827896,-0.003618,0.0251311,0.0793312,-0.0008548,-0.0458949
686,"SEN","Senegal",-0.129939,-0.1459926,-0.0974698,-0.1659428,-0.209492,-0.2640057,-0.2386367,-0.3104712,-0.353941,-0.321682,-0.2981089,-0.2784313,-0.2141801,-0.0812536,-0.047789,-0.2196877,-0.1575582,-0.1430723,-0.1474659,-0.1076691
688,"SRB","Serbia",-0.7171597,-0.8171021,-0.8563468,-0.6174521,-0.5854211,-0.4465472,-0.5829304,-0.4431247,-0.3422168,-0.2899177,-0.1261082,-0.022394,0.0252941,-0.0633781,-0.0611573,0.1412161,0.155342,0.0562996,0.0090444,0.0074444
690,"SYC","Seychelles",0.3073625,-0.4632938,-0.806029,-0.6492646,-0.1209602,-0.8728689,-0.0288438,-0.6226172,-0.8547176,-0.6558671,-0.5540638,-0.4953183,-0.3770286,-0.2842706,-0.2841012,-0.3328607,-0.0918801,-0.2591546,-0.1767318,-0.1489415
694,"SLE","Sierra Leone",-1.529432,-1.240578,-1.328195,-1.227088,-1.122344,-1.024799,-1.088785,-1.143849,-1.070928,-0.9751633,-0.7885708,-0.7360142,-0.7085726,-0.7031516,-0.7071913,-0.8055689,-0.8951481,-0.9254888,-0.9200207,-0.9059859
702,"SGP","Singapore",2.177226,2.230809,2.141958,1.940935,1.81779,1.772742,1.747712,1.753665,1.80752,1.868647,1.778742,1.786087,1.789596,1.965846,1.970402,2.233457,2.260543,2.180612,2.115007,2.131565
534,"SXM","Sint Maarten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
703,"SVK","Slovakia",0.6724221,0.5132929,0.5668238,0.9591576,0.9691389,1.144671,1.161917,1.133783,1.021248,1.115403,1.050077,1.00123,1.004638,1.046938,0.9341252,0.8897797,0.788662,0.8890519,0.8238245,0.8107936
705,"SVN","Slovenia",1.090561,1.066002,0.6924266,0.8869246,0.8955325,0.8538088,0.8854151,0.7956023,0.7999157,0.8341884,0.9156417,0.7612643,0.6972604,0.63064,0.6301469,0.6616281,0.6263494,0.6402694,0.5781539,0.6948206
90,"SLB","Solomon Islands",NA,-1.140648,-1.38985,-1.687841,-2.625506,-1.317755,-0.957342,-1.075968,-1.108746,-1.197549,-1.202818,-1.189545,-1.044504,-1.041204,-1.103141,-1.080401,-0.9462257,-0.9580071,-0.797954,-0.8411345
706,"SOM","Somalia",-2.352025,-2.400239,-2.445963,-2.064272,-2.082691,-2.305674,-2.146021,-2.545303,-2.531158,-2.645041,-2.555349,-2.388267,-2.377578,-2.253568,-2.219174,-2.124876,-2.15277,-2.265274,-2.290807,-2.314809
710,"ZAF","South Africa",0.5150138,0.3288262,0.4363826,0.6556168,0.8042418,0.6582638,0.7031338,0.6834127,0.4911874,0.4988977,0.4075375,0.3634101,0.4067755,0.3817532,0.4199755,0.2876857,0.2793786,0.2118435,0.2331446,0.171912
410,"KOR","South Korea",0.4451489,0.2836924,0.5951458,0.8213381,0.7665258,0.7992983,0.8216798,0.7479267,0.9040993,0.7318411,0.8404045,0.934835,0.9885986,0.8941596,0.9912655,1.110693,1.113389,1.114325,1.105012,1.094949
728,"SSD","South Sudan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.673312,-1.471,-1.527299,-1.66792,-1.683604,-1.858261,-1.944518,-2.064091
724,"ESP","Spain",1.184066,1.249868,1.291325,1.374277,1.336925,1.316545,1.305955,1.177149,1.21499,1.25476,1.189271,1.160325,1.065844,0.9529905,0.9390443,0.750495,0.8076367,1.008604,0.9428412,0.9452896
144,"LKA","Sri Lanka",0.06473,0.2760819,0.2401098,0.1947514,0.1040968,-0.0699689,-0.4215692,-0.2728167,-0.2877894,-0.3669674,-0.2784031,-0.2178601,-0.1136863,-0.1124752,-0.1534275,-0.1011968,-0.0529576,-0.1000357,-0.1316456,-0.1522742
275,"PSE","State of Palestine",-0.891484,-0.8772717,-0.9004721,-0.9742701,-0.9912876,-0.6303802,-1.055032,-1.013073,-1.195622,-1.121119,-0.2091562,0.2146466,0.2030038,0.0765834,0.1224575,0.208703,0.1028548,0.0646446,0.022683,0.0524449
729,"SDN","Sudan",-1.360586,-1.335428,-1.41806,-1.268128,-1.327771,-1.167874,-1.416499,-1.217746,-1.320729,-1.476903,-1.261884,-1.348169,-1.312921,-1.488992,-1.454026,-1.443862,-1.490344,-1.491437,-1.560386,-1.630347
740,"SUR","Suriname",-0.5433571,-0.5191802,-0.5711975,-0.656989,-0.542958,-0.6435751,-0.5156879,-0.5236704,-0.590809,-0.5416289,-0.612793,-0.6663967,-0.5802497,-0.4732941,-0.4449131,-0.6330165,-0.6074461,-0.6269572,-0.5374635,-0.6315839
752,"SWE","Sweden",1.319949,1.217347,1.405465,1.638661,1.642822,1.679736,1.534101,1.439837,1.57208,1.635778,1.652537,1.658656,1.898798,1.907862,1.905513,1.81139,1.815066,1.854203,1.798393,1.800021
756,"CHE","Switzerland",1.557659,1.705552,1.859273,1.783988,1.716271,1.647105,1.551834,1.495726,1.644415,1.561896,1.551713,1.623263,1.621409,1.65837,1.628784,1.806558,1.741087,1.911901,1.883794,1.780406
760,"SYR","Syria",-1.072738,-1.250606,-1.264891,-1.006102,-1.02236,-1.097413,-0.9807453,-1.357165,-1.309509,-1.144832,-0.9634421,-0.9023036,-0.9505237,-1.530078,-1.54875,-1.685532,-1.635518,-1.666154,-1.827265,-1.795827
158,"TWN","Taiwan",0.8720683,1.063864,1.146491,1.052132,1.040999,1.164875,0.9324059,0.8439819,0.94775,1.003865,1.043028,1.117009,1.117004,1.187149,1.142665,1.303973,1.345918,1.28786,1.369394,1.355507
762,"TJK","Tajikistan",-1.521551,-1.353111,-1.117777,-1.266518,-1.061614,-1.066348,-1.121983,-1.105529,-1.129332,-1.086946,-1.069958,-1.018682,-0.9766871,-1.000983,-1.055816,-1.016256,-1.02426,-1.093137,-1.060234,-1.048576
834,"TZA","Tanzania",-0.4421453,-0.3950428,-0.2419443,-0.545294,-0.4974516,-0.467266,-0.5023046,-0.3928336,-0.41469,-0.5074317,-0.4425703,-0.4232683,-0.4188805,-0.3926336,-0.3290884,-0.3316137,-0.3749183,-0.4353084,-0.579317,-0.6128686
764,"THA","Thailand",0.0572693,0.1059495,0.4867977,0.1775825,0.3838208,0.2264043,0.4709562,0.243027,0.1428552,0.2105248,0.2179662,0.1737148,0.2016357,0.2435732,0.2265044,0.2732638,0.2920193,0.1680702,0.1407958,0.1116317
626,"TLS","Timor-Leste",NA,NA,NA,-1.218581,-1.231316,-1.106535,-1.144141,-1.520449,-1.608514,-1.357014,-1.152743,-1.105252,-1.043545,-1.020925,-0.9823202,-0.8895317,-0.9656562,-0.9773058,-0.7393349,-0.7858377
768,"TGO","Togo",-0.3910797,-0.4379479,-0.6073071,-0.6879103,-0.6434662,-0.7633483,-0.7914191,-0.8759041,-0.9354221,-0.954002,-0.8632654,-0.8803849,-0.9978567,-0.8441291,-0.9222642,-0.8202626,-0.8177804,-0.7933024,-0.7898968,-0.6506074
776,"TON","Tonga",NA,-1.140648,-0.6255415,-1.08812,-1.155545,-0.7390341,-0.5043615,-0.6685205,-0.6957079,-0.7720021,-0.5760249,-0.581013,-0.5867458,-0.6274376,-0.6340656,-0.406627,-0.4169923,-0.4052489,-0.3967958,-0.3512902
780,"TTO","Trinidad and Tobago",0.6019984,0.6805059,0.6663482,0.7366931,0.7347103,0.6565735,0.6064353,0.6732379,0.6311259,0.6213224,0.5551491,0.519767,0.4235279,0.2399583,0.2733814,0.2305483,0.1544614,0.0867226,0.0251167,-0.0206371
788,"TUN","Tunisia",0.1417089,-0.0163722,-0.0219359,-0.1213898,0.0265805,-0.0925945,-0.0820463,0.1075113,0.0327498,0.0570617,-0.0021409,-0.0303108,-0.1922985,-0.1886138,-0.3316378,-0.3825953,-0.4053105,-0.4700933,-0.4116487,-0.4110191
792,"TUR","Turkey",0.1035786,0.5047144,0.3504823,0.1009366,0.0437174,0.0578256,0.2773776,0.2891251,0.3172911,0.2593855,0.2801023,0.2986633,0.3703377,0.4200954,0.429084,0.3994922,0.2708806,0.1961425,0.0351406,-0.0474772
795,"TKM","Turkmenistan",-1.376554,-1.886145,-1.864268,-1.907908,-1.834535,-1.985751,-1.84537,-2.133038,-2.052334,-2.023839,-1.986239,-2.036858,-2.015868,-2.067515,-2.090626,-2.058527,-2.073841,-2.090988,-2.000809,-1.998719
796,"TCA","Turks and Caicos Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
798,"TUV","Tuvalu",NA,NA,0.3882081,0.298276,0.2635561,-0.0354022,-0.4060037,-0.7253124,-0.8157669,-1.093615,-1.012224,-1.15212,-1.249603,-1.234191,-1.302011,-0.8787953,-0.686199,-0.5901173,-0.7890989,-0.5692701
800,"UGA","Uganda",-0.0254243,0.1970407,0.0551188,-0.0368938,-0.0360671,-0.0266634,-0.2744117,-0.2414692,-0.2207041,-0.2322885,-0.175511,-0.1725371,-0.1569812,-0.2389865,-0.2439245,-0.2150176,-0.2619876,-0.2131466,-0.2224542,-0.25123
804,"UKR","Ukraine",-0.4189216,-0.7573931,-0.5278614,-0.5773996,-0.5571327,-0.400207,-0.5354064,-0.5230965,-0.4321923,-0.5335409,-0.570349,-0.5159054,-0.6029896,-0.5954736,-0.6240215,-0.6288179,-0.5947011,-0.4295344,-0.3213024,-0.2200751
784,"ARE","United Arab Emirates",0.6943053,0.6224758,0.7285935,1.120548,0.6716169,0.8015861,0.6541783,0.6254781,0.609858,0.5673463,0.4445139,0.3202247,0.4492406,0.6762518,0.7807333,0.9920538,1.111059,0.9725956,1.012775,0.9316171
826,"GBR","United Kingdom",2.020525,2.047205,1.873088,1.757973,1.680367,1.736755,1.614293,1.839874,1.866609,1.785171,1.584341,1.732978,1.655506,1.645116,1.77062,1.825786,1.845658,1.760709,1.714478,1.761863
840,"USA","United States of America",1.593102,1.673596,1.760756,1.599691,1.60109,1.570001,1.607815,1.64107,1.492916,1.532345,1.400837,1.446141,1.46089,1.300954,1.268006,1.281425,1.256155,1.497076,1.628115,1.577987
858,"URY","Uruguay",0.8402432,0.8405209,0.7021272,0.5282958,0.3146923,0.2649729,0.3975147,0.3661618,0.2756489,0.2557974,0.3753503,0.394081,0.4360313,0.4357729,0.542352,0.5301751,0.4245313,0.4894556,0.6573098,0.4992745
